frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,14.0,35.0,,,,
0.03,14.0,35.0,,,,
0.07,14.0,35.0,,,,
0.1,14.0,35.0,,,,
0.13,14.0,,,,,
0.17,14.0,35.0,,,,
0.2,14.0,35.0,,,,
0.23,14.0,35.0,,,,
0.27,14.0,35.0,,,,
0.3,14.0,35.0,,,,
0.33,14.0,35.0,,,,
0.37,14.0,35.0,,,,
0.4,14.0,35.0,,,,
0.43,14.0,35.0,,,,
0.47,14.0,35.0,,,,
0.5,14.0,35.0,,,,
0.53,14.0,35.0,,,,
0.57,14.0,35.0,,,,
0.6,14.0,35.0,,,,
0.63,14.0,35.0,,,,
0.67,14.0,35.0,,,,
0.7,14.0,35.0,,,,
0.73,14.0,35.0,,,,
0.77,14.0,35.0,,,,
0.8,14.0,35.0,,,,
0.83,14.0,35.0,,,,
0.87,14.0,35.0,,,,
0.9,14.0,35.0,,,,
0.93,14.0,35.0,,,,
0.97,14.0,35.0,,,,
1.0,14.0,35.0,,,,
1.03,14.0,35.0,,,,
1.07,14.0,35.0,,,,
1.1,14.0,35.0,,,,
1.13,14.0,35.0,,,,
1.17,14.0,35.0,,,,
1.2,14.0,35.0,,,,
1.23,14.0,35.0,,,,
1.27,14.0,35.0,,,,
1.3,14.0,35.0,,,,
1.33,14.0,35.0,,,,
1.37,14.0,35.0,,,,
1.4,14.0,35.0,,,,
1.43,14.0,35.0,,,,
1.47,14.0,,,,,
1.5,14.0,,,,,
1.53,14.0,35.0,,,,
1.57,14.0,35.0,,,,
1.6,14.0,35.0,,,,
1.63,14.0,35.0,,,,
1.67,14.0,35.0,,,,
1.7,14.0,35.0,,,,
1.73,14.0,35.0,,,,
1.77,14.0,35.0,,,,
1.8,14.0,35.0,,,,
1.83,14.0,35.0,,,,
1.87,14.0,35.0,,,,
1.9,14.0,35.0,,,22.0,
1.93,14.0,35.0,,,,
1.97,14.0,35.0,,,22.0,
2.0,14.0,35.0,,,,
2.03,14.0,35.0,,,,
2.07,14.0,35.0,,,22.0,
2.1,14.0,35.0,,,22.0,
2.13,14.0,35.0,,,22.0,
2.17,14.0,35.0,,,22.0,
2.2,14.0,35.0,,,22.0,
2.23,14.0,35.0,,,22.0,
2.27,14.0,35.0,,,22.0,
2.3,14.0,35.0,,,22.0,
2.33,14.0,35.0,,,22.0,
2.37,14.0,,,,22.0,
2.4,14.0,35.0,,,22.0,
2.43,14.0,35.0,,,22.0,
2.47,14.0,35.0,,,22.0,
2.5,14.0,35.0,,,22.0,
2.53,14.0,35.0,,,22.0,
2.57,14.0,35.0,,,22.0,
2.6,14.0,35.0,,,22.0,
2.63,14.0,35.0,,,22.0,
2.67,14.0,35.0,,,22.0,
2.7,14.0,35.0,,,22.0,
2.73,14.0,35.0,,,22.0,
2.77,14.0,35.0,,,22.0,
2.8,14.0,35.0,,,22.0,
2.83,14.0,35.0,,,22.0,
2.87,14.0,35.0,,,22.0,
2.9,14.0,35.0,,,22.0,
2.93,14.0,35.0,,,22.0,
2.97,14.0,,,,22.0,
3.0,14.0,,,,22.0,
