frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,,14.0,,,,
0.03,,14.0,,,,
0.07,,14.0,,,,
0.1,,14.0,,,,
0.13,,14.0,,,,
0.17,,14.0,,,,
0.2,,14.0,,,,
0.23,,14.0,,,,
0.27,,14.0,,,,
0.3,,14.0,,,,
0.33,,14.0,,,,
0.37,,14.0,,,,
0.4,,14.0,,,,
0.43,,14.0,,,,
0.47,,14.0,,,,
0.5,,14.0,,,,
0.53,,14.0,,,,
0.57,,14.0,,,,
0.6,,14.0,,,,
0.63,,14.0,,,,
0.67,,14.0,,,,
0.7,,14.0,,,41.0,
0.73,,14.0,,,41.0,
0.77,,14.0,,,41.0,
0.8,,14.0,,,41.0,
0.83,,14.0,,,41.0,
0.87,,14.0,,,41.0,
0.9,,14.0,,,41.0,
0.93,,14.0,,,41.0,
0.97,,14.0,,,41.0,
1.0,,14.0,,,41.0,
1.03,,14.0,,,41.0,
1.07,,14.0,,,41.0,
1.1,,14.0,,,41.0,
1.13,,14.0,,,41.0,
1.17,,14.0,,,41.0,
1.2,,14.0,,,41.0,
1.23,,14.0,,,41.0,
1.27,,14.0,,,41.0,
1.3,,14.0,,,41.0,
1.33,,14.0,,,41.0,
1.37,,14.0,,,41.0,
1.4,,14.0,,,41.0,
1.43,,14.0,,,41.0,
1.47,,14.0,,,41.0,
1.5,,14.0,,,41.0,
1.53,,14.0,,,41.0,
1.57,,14.0,,,41.0,
1.6,,14.0,,,41.0,
1.63,,14.0,,,41.0,
1.67,,14.0,,,41.0,
1.7,,14.0,,,41.0,
1.73,,14.0,,,41.0,
1.77,,14.0,,,41.0,
1.8,,14.0,,,41.0,
1.83,,14.0,,,41.0,
1.87,,14.0,,,41.0,
1.9,,14.0,,,41.0,
1.93,,14.0,,,41.0,
1.97,,14.0,,,41.0,
2.0,,14.0,,,41.0,
2.03,,14.0,,,41.0,
2.07,,14.0,,,41.0,
2.1,,14.0,,,41.0,
2.13,,14.0,,,41.0,
2.17,,14.0,,,41.0,
2.2,,45.0,,,41.0,
2.23,,14.0,,,41.0,
2.27,,45.0,,,41.0,
2.3,,45.0,,,41.0,
2.33,,45.0,,,41.0,
2.37,,45.0,,,41.0,
2.4,,14.0,,,41.0,
2.43,,14.0,,,41.0,
2.47,,14.0,,,41.0,
2.5,,14.0,,,41.0,
2.53,,14.0,,,41.0,
2.57,,45.0,,,41.0,
2.6,,14.0,,,41.0,
2.63,,14.0,,,41.0,
2.67,,14.0,,,41.0,
2.7,,14.0,,,41.0,
2.73,,14.0,,,41.0,
2.77,,14.0,,,41.0,
2.8,,14.0,,,41.0,
2.83,,14.0,,,41.0,
2.87,,14.0,,,41.0,
2.9,,14.0,,,41.0,
2.93,,45.0,,,41.0,
2.97,,45.0,,,41.0,
3.0,,14.0,,,41.0,
3.03,,14.0,,,41.0,
3.07,,14.0,,,41.0,
3.1,,14.0,,,41.0,
3.13,,14.0,,,41.0,
3.17,,14.0,,,41.0,
3.2,,14.0,,,41.0,
3.23,,14.0,,,41.0,
3.27,,14.0,,,41.0,
3.3,,14.0,,,41.0,
3.33,,14.0,,,41.0,
3.37,,14.0,,,41.0,
3.4,,14.0,,,41.0,
3.43,,14.0,,,41.0,
3.47,,14.0,,,41.0,
3.5,,14.0,,,41.0,
3.53,,,,,41.0,
3.57,,,,,41.0,
3.6,,,,,41.0,
3.63,,,,,41.0,
3.67,,,,,41.0,
3.7,,,,,41.0,
3.73,,,,,41.0,
3.77,,,,,41.0,
3.8,,,,,41.0,
3.83,,,,,41.0,
3.87,,,,,41.0,
3.9,,14.0,,,41.0,
3.93,,14.0,,,41.0,
3.97,,14.0,,,41.0,
4.0,,45.0,,,41.0,
4.03,,14.0,,,41.0,
4.07,,45.0,,,41.0,
4.1,,45.0,,,41.0,
4.13,,45.0,,,41.0,
4.17,,45.0,,,41.0,
4.2,,45.0,,,41.0,
4.23,,45.0,,,41.0,
4.27,,45.0,,,41.0,
4.3,,45.0,,,41.0,
4.33,,45.0,,,41.0,
4.37,,45.0,,,41.0,
4.4,,45.0,,,41.0,
4.43,,45.0,,,41.0,
4.47,,45.0,,,41.0,
4.5,,14.0,,,41.0,
4.53,,14.0,,,41.0,
4.57,,14.0,,,41.0,
4.6,,14.0,,,41.0,
4.63,,14.0,,,41.0,
4.67,,45.0,,,41.0,
4.7,,14.0,,,41.0,
4.73,,45.0,,,41.0,
4.77,,45.0,,,41.0,
4.8,,45.0,,,41.0,
4.83,,45.0,,,41.0,
4.87,,45.0,,,41.0,
4.9,,14.0,,,41.0,
4.93,,45.0,,,41.0,
4.97,,45.0,,,41.0,
