frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,,17.0,13.0,,,36.0
0.03,,17.0,13.0,,,36.0
0.07,,17.0,13.0,,,36.0
0.1,,17.0,13.0,,,36.0
0.13,,17.0,13.0,,,36.0
0.17,,17.0,13.0,,,36.0
0.2,,17.0,13.0,,,36.0
0.23,,17.0,13.0,,,36.0
0.27,,17.0,13.0,,,36.0
0.3,,17.0,6.0,,,36.0
0.33,,17.0,6.0,,,36.0
0.37,,17.0,6.0,,,36.0
0.4,,17.0,6.0,,,36.0
0.43,,17.0,6.0,,,36.0
0.47,,17.0,6.0,,,36.0
0.5,,17.0,6.0,,,36.0
0.53,,17.0,6.0,,,13.0
0.57,,17.0,6.0,,,13.0
0.6,,17.0,6.0,,,13.0
0.63,,17.0,6.0,,,13.0
0.67,,17.0,6.0,,,13.0
0.7,,17.0,6.0,,,13.0
0.73,,17.0,6.0,,,13.0
0.77,,17.0,6.0,,,13.0
0.8,,17.0,6.0,,,13.0
0.83,,17.0,6.0,,,13.0
0.87,,17.0,6.0,,,13.0
0.9,,17.0,6.0,,,13.0
0.93,,17.0,6.0,,,13.0
0.97,,17.0,6.0,,,13.0
1.0,,17.0,6.0,,,13.0
1.03,,17.0,6.0,,,13.0
1.07,,17.0,6.0,,,13.0
1.1,,17.0,6.0,,,13.0
1.13,,,6.0,,,13.0
1.17,,,6.0,,,13.0
1.2,,,6.0,,,13.0
1.23,,,6.0,,,13.0
1.27,,,6.0,,,13.0
1.3,,,6.0,,,13.0
1.33,,,6.0,,,13.0
1.37,,,6.0,,,13.0
1.4,,,6.0,,,13.0
1.43,,,6.0,,,13.0
1.47,,,6.0,,,13.0
1.5,,,6.0,,,13.0
1.53,,,6.0,,,13.0
1.57,,,6.0,,,13.0
1.6,,,6.0,,,13.0
1.63,,,6.0,,,13.0
1.67,,,6.0,,,13.0
1.7,,,6.0,,,13.0
1.73,,,6.0,,,13.0
1.77,,,6.0,,,13.0
1.8,,,6.0,,,13.0
1.83,,,6.0,,,13.0
1.87,,17.0,6.0,,,13.0
1.9,,17.0,6.0,,,13.0
1.93,,,6.0,,,13.0
1.97,,17.0,,,,13.0
2.0,,17.0,,,,13.0
2.03,,17.0,,,,13.0
2.07,,17.0,,,,13.0
2.1,,17.0,,,,13.0
2.13,,17.0,,,,13.0
2.17,,17.0,,,,13.0
2.2,,17.0,,,,13.0
2.23,,17.0,,,,13.0
2.27,,17.0,,,,13.0
2.3,,17.0,,,,13.0
2.33,,17.0,,,,13.0
2.37,,17.0,,,,13.0
2.4,,17.0,,,,13.0
2.43,,17.0,,,,13.0
2.47,,17.0,,,,13.0
2.5,,17.0,,,,13.0
2.53,,17.0,,,,13.0
2.57,,17.0,,,,13.0
2.6,,17.0,,,,13.0
2.63,,17.0,,,,13.0
2.67,,17.0,,,,13.0
2.7,,17.0,,,,13.0
2.73,,17.0,,,,13.0
2.77,,17.0,71.0,,,13.0
2.8,,17.0,,,,13.0
2.83,,17.0,,,,13.0
2.87,,17.0,,,,13.0
2.9,,17.0,71.0,,72.0,13.0
2.93,,17.0,71.0,,72.0,13.0
2.97,,17.0,71.0,,72.0,13.0
3.0,,17.0,71.0,,72.0,13.0
3.03,,17.0,71.0,,72.0,13.0
3.07,,17.0,71.0,,72.0,13.0
3.1,,17.0,71.0,,72.0,13.0
3.13,,17.0,71.0,,72.0,13.0
3.17,,17.0,71.0,,,13.0
3.2,,17.0,71.0,,,13.0
3.23,,17.0,71.0,,,13.0
3.27,,17.0,71.0,,,13.0
3.3,,17.0,71.0,,,13.0
3.33,,17.0,71.0,,,13.0
3.37,,17.0,71.0,,,13.0
3.4,,17.0,71.0,,,13.0
3.43,,17.0,71.0,,,6.0
3.47,,17.0,71.0,,,6.0
3.5,,17.0,71.0,,,6.0
3.53,,17.0,71.0,,,6.0
3.57,,17.0,71.0,,,6.0
3.6,,17.0,71.0,,,6.0
3.63,,17.0,71.0,,,6.0
3.67,,17.0,71.0,,,6.0
3.7,,17.0,71.0,,,6.0
3.73,,17.0,71.0,,,6.0
3.77,,17.0,71.0,,,6.0
3.8,,17.0,71.0,,,6.0
3.83,,17.0,71.0,,,6.0
3.87,,17.0,,,72.0,6.0
3.9,,17.0,71.0,,72.0,6.0
3.93,,17.0,71.0,,72.0,6.0
3.97,,17.0,71.0,,72.0,6.0
4.0,,17.0,71.0,,72.0,6.0
